mode: atomic
gin-artweb/main.go:42.13,56.17 7 0
gin-artweb/internal/repo/oes/node.go:308.46,313.3 1 0
gin-artweb/internal/repo/oes/node.go:314.2,314.19 1 3
gin-artweb/internal/repo/resource/host.go:47.13,54.2 1 1
gin-artweb/internal/repo/resource/host.go:57.51,59.2 1 0
gin-artweb/internal/repo/resource/host.go:80.9,85.14 3 27
gin-artweb/internal/repo/resource/host.go:85.14,93.3 3 1
gin-artweb/internal/repo/resource/host.go:95.2,109.16 9 26
gin-artweb/internal/repo/resource/host.go:109.16,118.3 2 1
gin-artweb/internal/repo/resource/host.go:120.2,120.48 1 25
gin-artweb/internal/repo/resource/host.go:120.48,126.3 1 0
gin-artweb/internal/repo/resource/host.go:127.2,127.12 1 25
gin-artweb/internal/repo/resource/host.go:150.9,154.26 3 4
gin-artweb/internal/repo/resource/host.go:154.26,163.3 3 1
gin-artweb/internal/repo/resource/host.go:165.2,179.16 8 3
gin-artweb/internal/repo/resource/host.go:179.16,189.3 2 1
gin-artweb/internal/repo/resource/host.go:191.2,191.48 1 2
gin-artweb/internal/repo/resource/host.go:191.48,196.3 1 0
gin-artweb/internal/repo/resource/host.go:197.2,197.12 1 2
gin-artweb/internal/repo/resource/host.go:217.9,232.16 9 4
gin-artweb/internal/repo/resource/host.go:232.16,241.3 2 1
gin-artweb/internal/repo/resource/host.go:243.2,243.48 1 3
gin-artweb/internal/repo/resource/host.go:243.48,248.3 1 0
gin-artweb/internal/repo/resource/host.go:249.2,249.12 1 3
gin-artweb/internal/repo/resource/host.go:273.33,290.16 10 6
gin-artweb/internal/repo/resource/host.go:290.16,299.3 2 3
gin-artweb/internal/repo/resource/host.go:301.2,306.44 2 3
gin-artweb/internal/repo/resource/host.go:306.44,311.3 1 0
gin-artweb/internal/repo/resource/host.go:312.2,312.16 1 3
gin-artweb/internal/repo/resource/host.go:336.34,353.16 10 7
gin-artweb/internal/repo/resource/host.go:353.16,362.3 2 1
gin-artweb/internal/repo/resource/host.go:364.2,369.45 2 6
gin-artweb/internal/repo/resource/host.go:369.45,374.3 1 0
gin-artweb/internal/repo/resource/host.go:375.2,375.16 1 6
gin-artweb/internal/repo/resource/host.go:381.18,397.16 9 4
gin-artweb/internal/repo/resource/host.go:397.16,406.3 2 1
gin-artweb/internal/repo/resource/host.go:408.2,413.46 2 3
gin-artweb/internal/repo/resource/host.go:413.46,418.3 1 0
gin-artweb/internal/repo/resource/host.go:419.2,419.19 1 3
gin-artweb/internal/repo/resource/host.go:449.24,451.22 2 6
gin-artweb/internal/repo/resource/host.go:451.22,453.3 1 2
gin-artweb/internal/repo/resource/host.go:455.2,467.16 6 4
gin-artweb/internal/repo/resource/host.go:467.16,478.3 2 4
gin-artweb/internal/repo/resource/host.go:480.2,480.20 1 0
gin-artweb/internal/repo/resource/host.go:503.9,506.22 2 4
gin-artweb/internal/repo/resource/host.go:506.22,508.3 1 2
gin-artweb/internal/repo/resource/host.go:510.2,510.20 1 2
gin-artweb/internal/repo/resource/host.go:510.20,512.3 1 2
gin-artweb/internal/repo/resource/host.go:514.2,524.16 6 0
gin-artweb/internal/repo/resource/host.go:524.16,533.3 2 0
gin-artweb/internal/repo/resource/host.go:535.2,535.12 1 0
gin-artweb/internal/repo/resource/package.go:47.16,54.2 1 0
gin-artweb/internal/repo/resource/package.go:75.9,80.14 3 18
gin-artweb/internal/repo/resource/package.go:80.14,88.3 3 1
gin-artweb/internal/repo/resource/package.go:90.2,103.16 8 17
gin-artweb/internal/repo/resource/package.go:103.16,112.3 2 1
gin-artweb/internal/repo/resource/package.go:114.2,114.48 1 16
gin-artweb/internal/repo/resource/package.go:114.48,120.3 1 0
gin-artweb/internal/repo/resource/package.go:121.2,121.12 1 16
gin-artweb/internal/repo/resource/package.go:141.9,156.16 9 3
gin-artweb/internal/repo/resource/package.go:156.16,165.3 2 1
gin-artweb/internal/repo/resource/package.go:167.2,167.48 1 2
gin-artweb/internal/repo/resource/package.go:167.48,172.3 1 0
gin-artweb/internal/repo/resource/package.go:173.2,173.12 1 2
gin-artweb/internal/repo/resource/package.go:197.36,214.16 10 5
gin-artweb/internal/repo/resource/package.go:214.16,223.3 2 3
gin-artweb/internal/repo/resource/package.go:225.2,230.44 2 2
gin-artweb/internal/repo/resource/package.go:230.44,235.3 1 0
gin-artweb/internal/repo/resource/package.go:236.2,236.16 1 2
gin-artweb/internal/repo/resource/package.go:260.37,277.16 10 5
gin-artweb/internal/repo/resource/package.go:277.16,286.3 2 1
gin-artweb/internal/repo/resource/package.go:288.2,293.45 2 4
gin-artweb/internal/repo/resource/package.go:293.45,298.3 1 0
gin-artweb/internal/repo/resource/package.go:299.2,299.16 1 4
gin-artweb/internal/repo/resource/package.go:305.18,321.16 9 4
gin-artweb/internal/repo/resource/package.go:321.16,330.3 2 1
gin-artweb/internal/repo/resource/package.go:332.2,337.46 2 3
gin-artweb/internal/repo/resource/package.go:337.46,342.3 1 0
gin-artweb/internal/repo/resource/package.go:343.2,343.19 1 3
gin-artweb/internal/repo/resource/package.go:351.9,364.16 7 4
gin-artweb/internal/repo/resource/package.go:364.16,374.3 2 1
gin-artweb/internal/repo/resource/package.go:375.2,375.12 1 3
gin-artweb/internal/repo/resource/package.go:381.9,393.16 7 3
gin-artweb/internal/repo/resource/package.go:393.16,402.3 2 1
gin-artweb/internal/repo/resource/package.go:403.2,403.12 1 2
gin-artweb/internal/repo/sys/api.go:48.12,56.2 1 1
gin-artweb/internal/repo/sys/api.go:77.9,82.14 3 37
gin-artweb/internal/repo/sys/api.go:82.14,90.3 3 1
gin-artweb/internal/repo/sys/api.go:92.2,106.16 9 36
gin-artweb/internal/repo/sys/api.go:106.16,115.3 2 2
gin-artweb/internal/repo/sys/api.go:117.2,117.48 1 34
gin-artweb/internal/repo/sys/api.go:117.48,123.3 1 0
gin-artweb/internal/repo/sys/api.go:125.2,125.12 1 34
gin-artweb/internal/repo/sys/api.go:149.9,153.26 3 5
gin-artweb/internal/repo/sys/api.go:153.26,162.3 3 1
gin-artweb/internal/repo/sys/api.go:164.2,178.16 8 4
gin-artweb/internal/repo/sys/api.go:178.16,188.3 2 2
gin-artweb/internal/repo/sys/api.go:190.2,190.48 1 2
gin-artweb/internal/repo/sys/api.go:190.48,195.3 1 0
gin-artweb/internal/repo/sys/api.go:196.2,196.12 1 2
gin-artweb/internal/repo/sys/api.go:216.9,231.16 9 5
gin-artweb/internal/repo/sys/api.go:231.16,240.3 2 3
gin-artweb/internal/repo/sys/api.go:242.2,242.48 1 2
gin-artweb/internal/repo/sys/api.go:242.48,247.3 1 0
gin-artweb/internal/repo/sys/api.go:249.2,249.12 1 2
gin-artweb/internal/repo/sys/api.go:271.31,288.16 10 9
gin-artweb/internal/repo/sys/api.go:288.16,297.3 2 5
gin-artweb/internal/repo/sys/api.go:299.2,304.44 2 4
gin-artweb/internal/repo/sys/api.go:304.44,309.3 1 0
gin-artweb/internal/repo/sys/api.go:311.2,311.16 1 4
gin-artweb/internal/repo/sys/api.go:335.32,352.16 10 8
gin-artweb/internal/repo/sys/api.go:352.16,361.3 2 2
gin-artweb/internal/repo/sys/api.go:363.2,368.45 2 6
gin-artweb/internal/repo/sys/api.go:368.45,373.3 1 0
gin-artweb/internal/repo/sys/api.go:374.2,374.16 1 6
gin-artweb/internal/repo/sys/api.go:380.18,395.16 9 4
gin-artweb/internal/repo/sys/api.go:395.16,404.3 2 2
gin-artweb/internal/repo/sys/api.go:406.2,411.46 2 2
gin-artweb/internal/repo/sys/api.go:411.46,416.3 1 0
gin-artweb/internal/repo/sys/api.go:417.2,417.19 1 2
gin-artweb/internal/repo/sys/api.go:440.9,444.22 2 9
gin-artweb/internal/repo/sys/api.go:444.22,446.3 1 1
gin-artweb/internal/repo/sys/api.go:449.2,449.15 1 8
gin-artweb/internal/repo/sys/api.go:449.15,451.3 1 1
gin-artweb/internal/repo/sys/api.go:452.2,452.17 1 7
gin-artweb/internal/repo/sys/api.go:452.17,454.3 1 1
gin-artweb/internal/repo/sys/api.go:455.2,455.20 1 6
gin-artweb/internal/repo/sys/api.go:455.20,457.3 1 1
gin-artweb/internal/repo/sys/api.go:459.2,469.65 5 5
gin-artweb/internal/repo/sys/api.go:469.65,477.3 2 0
gin-artweb/internal/repo/sys/api.go:479.2,479.12 1 5
gin-artweb/internal/repo/sys/api.go:505.9,509.22 2 7
gin-artweb/internal/repo/sys/api.go:509.22,511.3 1 1
gin-artweb/internal/repo/sys/api.go:514.2,514.15 1 6
gin-artweb/internal/repo/sys/api.go:514.15,516.3 1 1
gin-artweb/internal/repo/sys/api.go:517.2,517.17 1 5
gin-artweb/internal/repo/sys/api.go:517.17,519.3 1 1
gin-artweb/internal/repo/sys/api.go:520.2,520.20 1 4
gin-artweb/internal/repo/sys/api.go:520.20,522.3 1 1
gin-artweb/internal/repo/sys/api.go:524.2,535.21 4 3
gin-artweb/internal/repo/sys/api.go:535.21,536.84 1 1
gin-artweb/internal/repo/sys/api.go:536.84,545.4 2 0
gin-artweb/internal/repo/sys/api.go:548.2,550.16 3 3
gin-artweb/internal/repo/sys/api.go:550.16,560.3 2 0
gin-artweb/internal/repo/sys/api.go:562.2,562.12 1 3
gin-artweb/internal/repo/sys/button.go:49.15,57.2 1 1
gin-artweb/internal/repo/sys/button.go:81.9,86.14 3 21
gin-artweb/internal/repo/sys/button.go:86.14,94.3 3 1
gin-artweb/internal/repo/sys/button.go:96.2,100.19 4 20
gin-artweb/internal/repo/sys/button.go:100.19,102.3 1 1
gin-artweb/internal/repo/sys/button.go:104.2,116.16 7 20
gin-artweb/internal/repo/sys/button.go:116.16,125.3 2 1
gin-artweb/internal/repo/sys/button.go:127.2,127.48 1 19
gin-artweb/internal/repo/sys/button.go:127.48,133.3 1 0
gin-artweb/internal/repo/sys/button.go:135.2,135.12 1 19
gin-artweb/internal/repo/sys/button.go:161.9,165.26 3 6
gin-artweb/internal/repo/sys/button.go:165.26,174.3 3 1
gin-artweb/internal/repo/sys/button.go:176.2,181.19 4 5
gin-artweb/internal/repo/sys/button.go:181.19,183.3 1 1
gin-artweb/internal/repo/sys/button.go:185.2,198.16 7 5
gin-artweb/internal/repo/sys/button.go:198.16,209.3 2 2
gin-artweb/internal/repo/sys/button.go:211.2,211.48 1 3
gin-artweb/internal/repo/sys/button.go:211.48,216.3 1 0
gin-artweb/internal/repo/sys/button.go:218.2,218.12 1 3
gin-artweb/internal/repo/sys/button.go:238.9,253.16 9 4
gin-artweb/internal/repo/sys/button.go:253.16,262.3 2 2
gin-artweb/internal/repo/sys/button.go:264.2,264.48 1 2
gin-artweb/internal/repo/sys/button.go:264.48,269.3 1 0
gin-artweb/internal/repo/sys/button.go:270.2,270.12 1 2
gin-artweb/internal/repo/sys/button.go:295.34,313.16 10 9
gin-artweb/internal/repo/sys/button.go:313.16,323.3 2 3
gin-artweb/internal/repo/sys/button.go:325.2,330.44 2 6
gin-artweb/internal/repo/sys/button.go:330.44,335.3 1 0
gin-artweb/internal/repo/sys/button.go:337.2,337.16 1 6
gin-artweb/internal/repo/sys/button.go:361.35,378.16 10 3
gin-artweb/internal/repo/sys/button.go:378.16,387.3 2 1
gin-artweb/internal/repo/sys/button.go:389.2,394.45 2 2
gin-artweb/internal/repo/sys/button.go:394.45,399.3 1 0
gin-artweb/internal/repo/sys/button.go:400.2,400.16 1 2
gin-artweb/internal/repo/sys/button.go:406.18,421.16 9 2
gin-artweb/internal/repo/sys/button.go:421.16,430.3 2 1
gin-artweb/internal/repo/sys/button.go:432.2,437.46 2 1
gin-artweb/internal/repo/sys/button.go:437.46,442.3 1 0
gin-artweb/internal/repo/sys/button.go:443.2,443.19 1 1
gin-artweb/internal/repo/sys/button.go:467.9,471.22 2 10
gin-artweb/internal/repo/sys/button.go:471.22,473.3 1 1
gin-artweb/internal/repo/sys/button.go:476.2,476.15 1 9
gin-artweb/internal/repo/sys/button.go:476.15,478.3 1 1
gin-artweb/internal/repo/sys/button.go:479.2,479.19 1 8
gin-artweb/internal/repo/sys/button.go:479.19,481.3 1 1
gin-artweb/internal/repo/sys/button.go:483.2,494.27 6 7
gin-artweb/internal/repo/sys/button.go:494.27,496.16 1 3
gin-artweb/internal/repo/sys/button.go:496.16,501.12 2 1
gin-artweb/internal/repo/sys/button.go:504.3,505.44 2 2
gin-artweb/internal/repo/sys/button.go:508.2,508.70 1 7
gin-artweb/internal/repo/sys/button.go:508.70,518.3 2 0
gin-artweb/internal/repo/sys/button.go:520.2,520.12 1 7
gin-artweb/internal/repo/sys/button.go:546.9,550.22 2 6
gin-artweb/internal/repo/sys/button.go:550.22,552.3 1 2
gin-artweb/internal/repo/sys/button.go:555.2,555.15 1 4
gin-artweb/internal/repo/sys/button.go:555.15,557.3 1 1
gin-artweb/internal/repo/sys/button.go:559.2,570.21 4 3
gin-artweb/internal/repo/sys/button.go:570.21,571.84 1 1
gin-artweb/internal/repo/sys/button.go:571.84,581.4 2 0
gin-artweb/internal/repo/sys/button.go:585.2,585.83 1 3
gin-artweb/internal/repo/sys/button.go:585.83,594.3 2 0
gin-artweb/internal/repo/sys/button.go:596.2,596.12 1 3
gin-artweb/internal/repo/sys/menu.go:47.13,55.2 1 1
gin-artweb/internal/repo/sys/menu.go:72.9,77.14 3 42
gin-artweb/internal/repo/sys/menu.go:77.14,85.3 3 1
gin-artweb/internal/repo/sys/menu.go:87.2,92.19 4 41
gin-artweb/internal/repo/sys/menu.go:92.19,94.3 1 0
gin-artweb/internal/repo/sys/menu.go:96.2,108.16 7 41
gin-artweb/internal/repo/sys/menu.go:108.16,117.3 2 1
gin-artweb/internal/repo/sys/menu.go:119.2,119.48 1 40
gin-artweb/internal/repo/sys/menu.go:119.48,125.3 1 0
gin-artweb/internal/repo/sys/menu.go:126.2,126.12 1 40
gin-artweb/internal/repo/sys/menu.go:146.9,150.26 3 7
gin-artweb/internal/repo/sys/menu.go:150.26,159.3 3 1
gin-artweb/internal/repo/sys/menu.go:161.2,166.19 4 6
gin-artweb/internal/repo/sys/menu.go:166.19,168.3 1 1
gin-artweb/internal/repo/sys/menu.go:170.2,183.16 7 6
gin-artweb/internal/repo/sys/menu.go:183.16,194.3 2 2
gin-artweb/internal/repo/sys/menu.go:196.2,196.48 1 4
gin-artweb/internal/repo/sys/menu.go:196.48,201.3 1 0
gin-artweb/internal/repo/sys/menu.go:203.2,203.12 1 4
gin-artweb/internal/repo/sys/menu.go:219.9,234.16 9 5
gin-artweb/internal/repo/sys/menu.go:234.16,243.3 2 2
gin-artweb/internal/repo/sys/menu.go:245.2,245.48 1 3
gin-artweb/internal/repo/sys/menu.go:245.48,250.3 1 0
gin-artweb/internal/repo/sys/menu.go:251.2,251.12 1 3
gin-artweb/internal/repo/sys/menu.go:270.32,288.16 10 10
gin-artweb/internal/repo/sys/menu.go:288.16,298.3 2 3
gin-artweb/internal/repo/sys/menu.go:300.2,305.44 2 7
gin-artweb/internal/repo/sys/menu.go:305.44,310.3 1 0
gin-artweb/internal/repo/sys/menu.go:311.2,311.16 1 7
gin-artweb/internal/repo/sys/menu.go:329.33,346.16 10 6
gin-artweb/internal/repo/sys/menu.go:346.16,355.3 2 1
gin-artweb/internal/repo/sys/menu.go:357.2,362.45 2 5
gin-artweb/internal/repo/sys/menu.go:362.45,367.3 1 0
gin-artweb/internal/repo/sys/menu.go:368.2,368.16 1 5
gin-artweb/internal/repo/sys/menu.go:374.18,389.16 9 4
gin-artweb/internal/repo/sys/menu.go:389.16,398.3 2 1
gin-artweb/internal/repo/sys/menu.go:400.2,405.46 2 3
gin-artweb/internal/repo/sys/menu.go:405.46,410.3 1 0
gin-artweb/internal/repo/sys/menu.go:411.2,411.19 1 3
gin-artweb/internal/repo/sys/menu.go:435.9,439.22 2 9
gin-artweb/internal/repo/sys/menu.go:439.22,441.3 1 1
gin-artweb/internal/repo/sys/menu.go:444.2,444.15 1 8
gin-artweb/internal/repo/sys/menu.go:444.15,446.3 1 0
gin-artweb/internal/repo/sys/menu.go:448.2,459.23 5 8
gin-artweb/internal/repo/sys/menu.go:459.23,462.3 2 1
gin-artweb/internal/repo/sys/menu.go:465.2,465.27 1 8
gin-artweb/internal/repo/sys/menu.go:465.27,467.16 1 3
gin-artweb/internal/repo/sys/menu.go:467.16,472.12 2 1
gin-artweb/internal/repo/sys/menu.go:475.3,476.44 2 2
gin-artweb/internal/repo/sys/menu.go:479.2,479.70 1 8
gin-artweb/internal/repo/sys/menu.go:479.70,488.3 2 0
gin-artweb/internal/repo/sys/menu.go:490.2,490.12 1 8
gin-artweb/internal/repo/sys/menu.go:516.9,520.22 2 5
gin-artweb/internal/repo/sys/menu.go:520.22,522.3 1 1
gin-artweb/internal/repo/sys/menu.go:525.2,525.15 1 4
gin-artweb/internal/repo/sys/menu.go:525.15,527.3 1 0
gin-artweb/internal/repo/sys/menu.go:529.2,539.21 4 4
gin-artweb/internal/repo/sys/menu.go:539.21,540.84 1 3
gin-artweb/internal/repo/sys/menu.go:540.84,549.4 2 0
gin-artweb/internal/repo/sys/menu.go:552.2,552.83 1 4
gin-artweb/internal/repo/sys/menu.go:552.83,561.3 2 0
gin-artweb/internal/repo/sys/menu.go:563.2,563.12 1 4
gin-artweb/internal/repo/sys/record.go:54.20,64.2 1 1
gin-artweb/internal/repo/sys/record.go:85.9,90.14 3 14
gin-artweb/internal/repo/sys/record.go:90.14,98.3 3 1
gin-artweb/internal/repo/sys/record.go:100.2,113.16 8 13
gin-artweb/internal/repo/sys/record.go:113.16,122.3 2 1
gin-artweb/internal/repo/sys/record.go:124.2,124.48 1 12
gin-artweb/internal/repo/sys/record.go:124.48,129.3 1 0
gin-artweb/internal/repo/sys/record.go:130.2,130.12 1 12
gin-artweb/internal/repo/sys/record.go:154.40,171.16 10 5
gin-artweb/internal/repo/sys/record.go:171.16,180.3 2 1
gin-artweb/internal/repo/sys/record.go:182.2,187.45 2 4
gin-artweb/internal/repo/sys/record.go:187.45,192.3 1 0
gin-artweb/internal/repo/sys/record.go:193.2,193.16 1 4
gin-artweb/internal/repo/sys/record.go:199.18,214.16 9 4
gin-artweb/internal/repo/sys/record.go:214.16,223.3 2 1
gin-artweb/internal/repo/sys/record.go:225.2,230.46 2 3
gin-artweb/internal/repo/sys/record.go:230.46,235.3 1 0
gin-artweb/internal/repo/sys/record.go:236.2,236.19 1 3
gin-artweb/internal/repo/sys/record.go:260.16,264.22 2 6
gin-artweb/internal/repo/sys/record.go:264.22,266.3 1 1
gin-artweb/internal/repo/sys/record.go:269.2,269.14 1 5
gin-artweb/internal/repo/sys/record.go:269.14,271.3 1 1
gin-artweb/internal/repo/sys/record.go:273.2,282.13 4 4
gin-artweb/internal/repo/sys/record.go:282.13,290.3 2 2
gin-artweb/internal/repo/sys/record.go:292.2,299.15 3 2
gin-artweb/internal/repo/sys/record.go:323.9,327.22 2 4
gin-artweb/internal/repo/sys/record.go:327.22,329.3 1 1
gin-artweb/internal/repo/sys/record.go:332.2,332.14 1 3
gin-artweb/internal/repo/sys/record.go:332.14,334.3 1 1
gin-artweb/internal/repo/sys/record.go:336.2,354.12 5 2
gin-artweb/internal/repo/sys/role.go:48.13,56.2 1 1
gin-artweb/internal/repo/sys/role.go:84.9,89.14 3 26
gin-artweb/internal/repo/sys/role.go:89.14,97.3 3 1
gin-artweb/internal/repo/sys/role.go:99.2,122.16 10 25
gin-artweb/internal/repo/sys/role.go:122.16,131.3 2 2
gin-artweb/internal/repo/sys/role.go:133.2,133.48 1 23
gin-artweb/internal/repo/sys/role.go:133.48,139.3 1 0
gin-artweb/internal/repo/sys/role.go:140.2,140.12 1 23
gin-artweb/internal/repo/sys/role.go:170.9,174.26 3 6
gin-artweb/internal/repo/sys/role.go:174.26,183.3 3 1
gin-artweb/internal/repo/sys/role.go:185.2,191.19 6 5
gin-artweb/internal/repo/sys/role.go:191.19,193.3 1 1
gin-artweb/internal/repo/sys/role.go:194.2,194.20 1 5
gin-artweb/internal/repo/sys/role.go:194.20,196.3 1 1
gin-artweb/internal/repo/sys/role.go:197.2,197.22 1 5
gin-artweb/internal/repo/sys/role.go:197.22,199.3 1 1
gin-artweb/internal/repo/sys/role.go:201.2,216.16 7 5
gin-artweb/internal/repo/sys/role.go:216.16,229.3 2 3
gin-artweb/internal/repo/sys/role.go:231.2,231.48 1 2
gin-artweb/internal/repo/sys/role.go:231.48,236.3 1 0
gin-artweb/internal/repo/sys/role.go:237.2,237.12 1 2
gin-artweb/internal/repo/sys/role.go:257.9,272.16 9 5
gin-artweb/internal/repo/sys/role.go:272.16,281.3 2 3
gin-artweb/internal/repo/sys/role.go:283.2,283.48 1 2
gin-artweb/internal/repo/sys/role.go:283.48,288.3 1 0
gin-artweb/internal/repo/sys/role.go:289.2,289.12 1 2
gin-artweb/internal/repo/sys/role.go:314.32,332.16 10 9
gin-artweb/internal/repo/sys/role.go:332.16,342.3 2 4
gin-artweb/internal/repo/sys/role.go:344.2,349.44 2 5
gin-artweb/internal/repo/sys/role.go:349.44,354.3 1 0
gin-artweb/internal/repo/sys/role.go:355.2,355.16 1 5
gin-artweb/internal/repo/sys/role.go:379.33,396.16 10 7
gin-artweb/internal/repo/sys/role.go:396.16,405.3 2 2
gin-artweb/internal/repo/sys/role.go:407.2,412.45 2 5
gin-artweb/internal/repo/sys/role.go:412.45,417.3 1 0
gin-artweb/internal/repo/sys/role.go:418.2,418.16 1 5
gin-artweb/internal/repo/sys/role.go:424.18,439.16 9 5
gin-artweb/internal/repo/sys/role.go:439.16,448.3 2 2
gin-artweb/internal/repo/sys/role.go:450.2,455.46 2 3
gin-artweb/internal/repo/sys/role.go:455.46,460.3 1 0
gin-artweb/internal/repo/sys/role.go:461.2,461.19 1 3
gin-artweb/internal/repo/sys/role.go:486.9,490.15 2 6
gin-artweb/internal/repo/sys/role.go:490.15,492.3 1 1
gin-artweb/internal/repo/sys/role.go:494.2,504.27 5 5
gin-artweb/internal/repo/sys/role.go:504.27,506.16 1 2
gin-artweb/internal/repo/sys/role.go:506.16,511.12 2 1
gin-artweb/internal/repo/sys/role.go:513.3,514.44 2 1
gin-artweb/internal/repo/sys/role.go:518.2,518.28 1 5
gin-artweb/internal/repo/sys/role.go:518.28,520.16 1 2
gin-artweb/internal/repo/sys/role.go:520.16,525.12 2 1
gin-artweb/internal/repo/sys/role.go:527.3,528.44 2 1
gin-artweb/internal/repo/sys/role.go:532.2,532.30 1 5
gin-artweb/internal/repo/sys/role.go:532.30,534.16 1 2
gin-artweb/internal/repo/sys/role.go:534.16,539.12 2 1
gin-artweb/internal/repo/sys/role.go:541.3,542.44 2 1
gin-artweb/internal/repo/sys/role.go:545.2,545.70 1 5
gin-artweb/internal/repo/sys/role.go:545.70,554.3 2 1
gin-artweb/internal/repo/sys/role.go:556.2,556.12 1 4
gin-artweb/internal/repo/sys/role.go:578.9,582.15 2 3
gin-artweb/internal/repo/sys/role.go:582.15,584.3 1 1
gin-artweb/internal/repo/sys/role.go:586.2,596.83 4 2
gin-artweb/internal/repo/sys/role.go:596.83,606.3 2 1
gin-artweb/internal/repo/sys/role.go:608.2,608.12 1 1
gin-artweb/internal/repo/sys/user.go:44.13,51.2 1 1
gin-artweb/internal/repo/sys/user.go:72.9,77.14 3 13
gin-artweb/internal/repo/sys/user.go:77.14,85.3 3 1
gin-artweb/internal/repo/sys/user.go:87.2,101.16 9 12
gin-artweb/internal/repo/sys/user.go:101.16,110.3 2 1
gin-artweb/internal/repo/sys/user.go:112.2,112.48 1 11
gin-artweb/internal/repo/sys/user.go:112.48,118.3 1 0
gin-artweb/internal/repo/sys/user.go:119.2,119.12 1 11
gin-artweb/internal/repo/sys/user.go:142.9,146.26 3 4
gin-artweb/internal/repo/sys/user.go:146.26,155.3 3 1
gin-artweb/internal/repo/sys/user.go:157.2,171.16 8 3
gin-artweb/internal/repo/sys/user.go:171.16,181.3 2 1
gin-artweb/internal/repo/sys/user.go:183.2,183.48 1 2
gin-artweb/internal/repo/sys/user.go:183.48,188.3 1 0
gin-artweb/internal/repo/sys/user.go:189.2,189.12 1 2
gin-artweb/internal/repo/sys/user.go:209.9,224.16 9 3
gin-artweb/internal/repo/sys/user.go:224.16,233.3 2 1
gin-artweb/internal/repo/sys/user.go:235.2,235.48 1 2
gin-artweb/internal/repo/sys/user.go:235.48,240.3 1 0
gin-artweb/internal/repo/sys/user.go:241.2,241.12 1 2
gin-artweb/internal/repo/sys/user.go:266.32,284.16 10 7
gin-artweb/internal/repo/sys/user.go:284.16,294.3 2 2
gin-artweb/internal/repo/sys/user.go:296.2,301.44 2 5
gin-artweb/internal/repo/sys/user.go:301.44,306.3 1 0
gin-artweb/internal/repo/sys/user.go:307.2,307.16 1 5
gin-artweb/internal/repo/sys/user.go:331.33,348.16 10 9
gin-artweb/internal/repo/sys/user.go:348.16,357.3 2 1
gin-artweb/internal/repo/sys/user.go:359.2,364.45 2 8
gin-artweb/internal/repo/sys/user.go:364.45,369.3 1 0
gin-artweb/internal/repo/sys/user.go:370.2,370.16 1 8
gin-artweb/internal/repo/sys/user.go:376.18,391.16 9 4
gin-artweb/internal/repo/sys/user.go:391.16,400.3 2 1
gin-artweb/internal/repo/sys/user.go:402.2,407.46 2 3
gin-artweb/internal/repo/sys/user.go:407.46,412.3 1 0
gin-artweb/internal/repo/sys/user.go:413.2,413.19 1 3
gin-artweb/internal/routers/job.go:25.16,35.75 7 0
gin-artweb/internal/routers/job.go:35.75,36.13 1 0
gin-artweb/internal/routers/job.go:39.2,55.3 10 0
gin-artweb/internal/routers/mds.go:26.3,49.2 17 0
gin-artweb/internal/routers/mds.go:51.74,54.72 3 0
gin-artweb/internal/routers/mds.go:54.72,56.3 1 0
gin-artweb/internal/routers/mds.go:57.2,59.36 3 0
gin-artweb/internal/routers/mds.go:59.36,62.3 2 0
gin-artweb/internal/routers/mds.go:63.2,65.30 3 0
gin-artweb/internal/routers/mds.go:65.30,67.3 1 0
gin-artweb/internal/routers/mds.go:68.2,68.28 1 0
gin-artweb/internal/routers/mds.go:68.28,70.3 1 0
gin-artweb/internal/routers/mds.go:72.2,82.16 4 0
gin-artweb/internal/routers/mds.go:82.16,84.3 1 0
gin-artweb/internal/routers/mds.go:85.2,86.28 2 0
gin-artweb/internal/routers/mds.go:86.28,89.3 2 0
gin-artweb/internal/routers/mds.go:90.2,91.43 2 0
gin-artweb/internal/routers/mds.go:91.43,94.10 3 0
gin-artweb/internal/routers/mds.go:94.10,96.4 1 0
gin-artweb/internal/routers/mds.go:97.3,100.4 1 0
gin-artweb/internal/routers/mds.go:102.2,102.18 1 0
gin-artweb/internal/routers/mon.go:17.3,29.2 7 0
gin-artweb/internal/routers/oes.go:26.3,58.2 25 0
gin-artweb/internal/routers/oes.go:60.95,63.72 3 0
gin-artweb/internal/routers/oes.go:63.72,65.3 1 0
gin-artweb/internal/routers/oes.go:66.2,68.36 3 0
gin-artweb/internal/routers/oes.go:68.36,71.3 2 0
gin-artweb/internal/routers/oes.go:72.2,74.30 3 0
gin-artweb/internal/routers/oes.go:74.30,76.3 1 0
gin-artweb/internal/routers/oes.go:77.2,77.28 1 0
gin-artweb/internal/routers/oes.go:77.28,79.3 1 0
gin-artweb/internal/routers/oes.go:81.2,91.16 4 0
gin-artweb/internal/routers/oes.go:91.16,93.3 1 0
gin-artweb/internal/routers/oes.go:94.2,95.28 2 0
gin-artweb/internal/routers/oes.go:95.28,98.3 2 0
gin-artweb/internal/routers/oes.go:99.2,100.43 2 0
gin-artweb/internal/routers/oes.go:100.43,103.10 3 0
gin-artweb/internal/routers/oes.go:103.10,105.4 1 0
gin-artweb/internal/routers/oes.go:106.3,109.4 1 0
gin-artweb/internal/routers/oes.go:111.2,111.18 1 0
gin-artweb/internal/routers/resource.go:29.21,31.16 2 0
